Datums;Valsts;14DienuKumulativaIncidence;Izcelosana;Pasizolacija;PersIrVakcParslSert_PasizolacijaLatvija;PersIrVakcParslSert_TestsPirmsIebrauksanasLV;PersIrVakcParslSert_TestsPecIebrauksanasLV;CitasPersonas_PasizolacijaLatvija;CitasPersonas_TestsPirmsIebrauksanasLV;CitasPersonas_TestsPecIebrauksanasLV
2021.07.09.;Luksemburga;82.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.09.;Grieķija;71.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Dānija;66.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Nīderlande;63.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Beļģija;55;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Lihtenšteina;49;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Norvēģija;48.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Latvija;43;;;;;;;;
2021.07.09.;Francija;42.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Somija;38.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Zviedrija;38.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Igaunija;29.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Horvātija;26.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Šveice;20.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Slovēnija;19.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Čehija;18.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Itālija;17.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Lietuva;17.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Austrija;15.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Bulgārija;14.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Malta;14.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Slovākija;13.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Vācija;10.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Islande;9.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Ungārija;6.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Polija;3.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Rumānija;3.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Sanmarīno;2.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Citas sarakstos neminētas visas pasaules valstis;;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.09.;Apvienotā Karaliste;441.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.09.;Taizeme;97.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.09.;Ruanda;90.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.09.;Jordānija;71.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Katara;61.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Saūda Arābija;53.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;ASV;52.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Armēnija;45.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Melnkalne;40.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Libāna;39.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Izraēla;36.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Kanāda;21.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Moldova;20.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;D-Koreja;18.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Japāna;16.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Serbija;16.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Azerbaidžāna;9.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Kosova;8.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Bosnija un Hercogovina;7.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Ziemeļmaķedonija;4.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Taivāna;4.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Singapūra;3.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Austrālija;1.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Albānija;1.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Bruneja;1.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Jaunzēlande;0.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.; Honkongas īpašās pārvaldes apgabals;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.09.;Makao īpašās pārvaldes apgabals;0.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Kipra;1068.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Spānija;377.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Andora;358.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Portugāle;333.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Nīderlande;304.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Luksemburga;225.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Grieķija;167;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Īrija;134;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Monako;130;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Malta;122;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Dānija;119.8;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Beļģija;99.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Francija;63.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Lihtenšteina;61.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Somija;54.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Norvēģija;48;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Igaunija;39.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Latvija;36.1;;…;;;;;;
2021.07.16.;Šveice;34.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Zviedrija;34.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Slovēnija;32;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Horvātija;29;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Čehija;23.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Itālija;22.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Lietuva;20.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Austrija;14.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Bulgārija;13.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Vācija;11.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Slovākija;9.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Islande;7.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Ungārija;5.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Rumānija;3.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Polija;3.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Sanmarīno;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Citas sarakstos neminētas visas pasaules valstis;;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Jā
2021.07.16.;Apvienotā Karaliste;571.3;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts***;Jā;Nav
2021.07.16.;Jordānija;71.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;ASV;69.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Izraēla;61.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Libāna;61;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Armēnija;54.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Katara;53.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Saūda Arābija;51.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Melnkalne;47.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;D-Koreja;26.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Moldova;22.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Japāna;19.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Kanāda;18.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Serbija;18;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Ukraina;15.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Azerbaidžāna;14;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Bosnija un Hercogovina;6.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Kosova$;6.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Ziemeļmaķedonija;6.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Bruneja;3.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Albānija;2.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Singapūra;2.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Taivāna;2.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Austrālija;2.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Jaunzēlande;0.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Honkongas īpašās pārvaldes apgabals;0.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.16.;Makao īpašās pārvaldes apgabals;0.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Kipra;1483.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Nīderlande;670.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Spānija;624;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Andora;483.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Portugāle;407.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Malta;379.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Grieķija;292.5;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Luksemburga;276;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Monako;270.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Īrija;204.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Dānija;193.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Beļģija;147;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Francija;121.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Šveice;70.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Somija;66.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Lihtenšteina;56.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Igaunija;50.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Norvēģija;44.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Itālija;40.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Slovēnija;38.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Lietuva;34.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Horvātija;33.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Zviedrija;32.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Austrija;30.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Latvija;27.7;;…;;;;;;
2021.07.23.;Čehija;27.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Vācija;17;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Islande;14.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Bulgārija;13.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Sanmarīno;11.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Slovākija;10.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Ungārija;6.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Rumānija;3.6;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Polija;3.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Vatikāns;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;"Citas sarakstos
neminētas visas pasaules valstis";;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Jā
2021.07.23.;Apvienotā Karaliste;739.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;ASV;119.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Izraēla;104.6;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Libāna;81.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Jordānija;80.9;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.23.;Armēnija;64.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Katara;59.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Melnkalne;58.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Saūda Arābija;48.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;D-Koreja;35.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Japāna;26.1;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Moldova;25.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Serbija;24.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Azerbaidžāna;21.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Kanāda;15.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Ukraina;15.7;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Ziemeļmaķedonija;10.4;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Singapūra;7.8;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Bruneja;6.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Bosnija un Hercogovina;6.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Kosova$;5.9;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Albānija;5.3;"Ievērot standarta
piesardzību";…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Austrālija;4.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Taivāna;1.5;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Jaunzēlande;1.2;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Honkongas īpašās pārvaldes apgabals;0.3;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.23.;Makao īpašās pārvaldes apgabals;0;Ievērot standarta piesardzību;…;Nav jāievēro;Nav;Nav;Nav jāievēro;Jā;Nav
2021.07.30.;Kipra;1514.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Spānija;783.7;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Nīderlande;634.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Andora;554;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Malta;490.1;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Portugāle;436.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Monako;415.4;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
2021.07.30.;Grieķija;346.2;Rekomendēts nebraukt;…;Nav jāievēro;Nav;Nav;10 dienas pēc izbraukšanas no attiecīgās valsts;Jā;Nav
